date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2024-12-14,1.0,0.9999999987012484,1.0000000013292099,5996490387
2024-12-15,1.0,0.9999999986989906,1.0000000013157295,5996490387
2024-12-16,1.0,0.9999999987025057,1.000000001264206,5996490387
2024-12-17,1.0,0.9999999986740301,1.0000000013081236,5996490387
2024-12-18,1.0,0.9999999987280125,1.0000000013152892,5996490387
2024-12-19,1.0,0.9999999986599144,1.0000000013125108,5996490387
2024-12-20,1.0,0.9999999986717333,1.000000001241335,5996490387
2024-12-21,1.0,0.9999999987401548,1.0000000012478694,5996490387
2024-12-22,1.0,0.9999999987115289,1.0000000012624586,5996490387
2024-12-23,1.0,0.9999999987143464,1.000000001343161,5996490387
2024-12-24,1.0,0.9999999987644124,1.0000000012989307,5996490387
2024-12-25,1.0,0.9999999987133412,1.0000000012999588,5996490387
2024-12-26,1.0,0.9999999987372523,1.0000000013082417,5996490387
2024-12-27,1.0,0.9999999986751842,1.0000000012725105,5996490387
2024-12-28,1.0,0.9999999987520592,1.0000000012690067,5996490387
2024-12-29,1.0,0.9999999987533782,1.0000000012264645,5996490387
2024-12-30,1.0,0.9999999987922653,1.0000000012878856,5996490387
2024-12-31,1.0,0.9999999986654686,1.0000000012587065,5996490387
2025-01-01,1.0,0.99999999872798,1.00000000133363,5996490387
2025-01-02,1.0,0.9999999987163597,1.00000000118204,5996490387
2025-01-03,1.0,0.9999999986881615,1.000000001265085,5996490387
2025-01-04,1.0,0.9999999987945873,1.000000001264482,5996490387
2025-01-05,1.0,0.9999999987817487,1.0000000011747974,5996490387
2025-01-06,1.0,0.9999999987028738,1.000000001216133,5996490387
2024-11-12,1.9991185307633308,1.9991185307413386,1.9991185307868422,5996537271
2024-11-13,1.9982355587763019,1.99823555875154,1.998235558802063,5996537271
2024-11-14,1.997352586789273,1.9973525867649278,1.9973525868111695,5996537271
2024-11-15,1.996469614802244,1.996469614779254,1.996469614825728,5996537271
2024-11-16,1.9955866428152151,1.995586642790808,1.9955866428390467,5996537271
2024-11-17,1.9947036708281862,1.9947036708048078,1.9947036708538153,5996537271
2024-11-18,1.993820698841157,1.9938206988191642,1.9938206988661247,5996537271
2024-11-19,1.9929377268541282,1.9929377268300286,1.9929377268793262,5996537271
2024-11-20,1.9920547548670993,1.9920547548433925,1.9920547548912666,5996537271
2024-11-21,1.9911717828800701,1.9911717828562268,1.991171782904698,5996537271
2024-11-22,1.9902888108930412,1.990288810869459,1.9902888109190426,5996537271
2024-11-23,1.9894058389060123,1.9894058388832245,1.9894058389290898,5996537271
2024-11-24,1.9885228669189834,1.9885228668930013,1.9885228669430748,5996537271
2024-11-25,1.9876398949319545,1.9876398949091605,1.9876398949545884,5996537271
2024-11-26,1.9867569229449256,1.986756922921,1.9867569229702282,5996537271
2024-11-27,1.9858739509578966,1.985873950935698,1.9858739509808738,5996537271
2024-11-28,1.9849909789708677,1.9849909789465499,1.984990978993266,5996537271
2024-11-29,1.9841080069838386,1.9841080069609767,1.9841080070081691,5996537271
2024-11-30,1.9832250349968097,1.9832250349739584,1.983225035021535,5996537271
2024-12-01,1.9823420630097808,1.982342062987189,1.9823420630361435,5996537271
